popularity_rank,returned_spotify_id,wikidata_qid,spotify_name,monthly_listeners,followers,origin_cluster,origin_resolution,spotify_biography_present,biography_keyword_review,matching_musicbrainz_person,other_person_ids_in_musicbrainz_links,eligibility_review,eligibility_source_url,final_status,final_origin,manual_status,review_priority,mapping_tier,fua_code
762,1NCLweIUpq8knzemBwAwoo,Q6334752,KOAN Sound,88384,121601,Bristol,reported_place,True,False,,,,,confirmed,Bristol,not_reviewed,,strict,UK011F
763,5TUa95aB5Vu2CzwCnZd6t0,Q3990545,TTNG,88106,131854,Oxford,reported_place,True,False,,,,,confirmed,Oxford,not_reviewed,,strict,UK560F
764,696uMzB97pg2uqfzmK3MvO,Q27058585,The Slow Show,87963,43986,Manchester,reported_place,True,False,,,,,confirmed,Manchester,not_reviewed,,strict,UK008F
765,4AAf6BI1IJxvkqv98mDHin,Q1982683,Bad Company UK,87765,39243,,unresolved_generic_or_missing,True,False,,,,,unresolved,,not_reviewed,low,excluded_no_defensible_fua,
766,1nlqYzoK1LAlS8MmnUhfEs,Q2577167,All Angels,87528,25936,,unresolved_generic_or_missing,True,True,,,,,evidence_for_missing_claim,London,not_reviewed,medium,excluded_no_defensible_fua,
767,7ubhUvkY7FB68rfzz7DmW4,Q139620902,Florence Black,87365,33670,,unresolved_generic_or_missing,True,False,,,,,unresolved,,not_reviewed,low,excluded_no_defensible_fua,
768,2XddLUPFBmTonCFy8uB3uc,Q15052678,Swim Deep,86770,86828,Birmingham,reported_place,True,False,,,,,confirmed,Birmingham,not_reviewed,,strict,UK002F
769,478peoEkoKPsTgRiVzkvPl,Q740692,Glasvegas,86543,64525,Dalmarnock,reported_place,True,False,,,,,confirmed,Dalmarnock,not_reviewed,,strict,UK004F
770,1dip2dCkBIylIFyDfZQfFu,Q462960,Gun,85826,42357,Glasgow,reported_place,True,False,,,,,confirmed,Glasgow,not_reviewed,,strict,UK004F
771,3xrzXKnScjOEoy172vsJMW,Q880812,Blackfield,85702,150969,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,Hemel Hempstead,not_reviewed,medium,excluded_no_defensible_fua,
772,6S3Z6Me30mtdm526H17v8k,Q96384484,Jockstrap,85520,114087,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
773,2LrQtNcBWufq2AjaM6swf7,Q7761824,The Rumble Strips,85506,17312,Tavistock,reported_place,True,False,,,,,confirmed,Tavistock,not_reviewed,,strict,UK516F
774,4gVommn6B9vUqdsfSwVaiv,Q17300304,Booze & Glory,85412,80939,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,London,not_reviewed,medium,excluded_no_defensible_fua,
775,40ttEBZPhAHbXH6aUg4GkL,Q1884353,Magnetic Man,83637,58622,London,reported_place,True,False,,,,,confirmed,London,confirmed,medium,strict,UK001F
776,1AzrlUnOS6dhH0iMV86ctS,Q1747594,Oi Va Voi,83446,64804,London,reported_place,True,True,,,,,confirmed,London,not_reviewed,,strict,UK001F
777,3hsO9B2FiSAfdBddcNKZEV,Q649666,Tenpole Tudor,83020,22883,,unresolved_generic_or_missing,True,True,,,,,evidence_for_missing_claim,London,not_reviewed,medium,excluded_no_defensible_fua,
778,4v4qHupYi7eRJfkniHrp4Z,Q43843,Young Guns,82953,92090,High Wycombe,reported_place,True,False,,,,,source_variation,High Wycombe,not_reviewed,medium,excluded_no_defensible_fua,
779,4qNZw759AdHSMugyDMrIlF,Q24901294,Let's Eat Grandma,81221,113814,Norwich,reported_place,True,False,,,,,confirmed,Norwich,not_reviewed,,strict,UK566F
780,0U04xAocTetRnA7v3TYQ2i,Q797616,Babe Ruth,80353,26531,Hatfield,reported_place,True,False,,,,,source_variation,Hatfield,not_reviewed,medium,strict,UK001F
781,7xytG2E40s4GeukvZCGqGP,Q59661769,Massive Wagons,80248,29902,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,City of Lancaster,not_reviewed,medium,excluded_no_defensible_fua,
782,6DVVsQAnpHdJjb1nYuOQ6g,Q254285,65daysofstatic,79997,147863,Sheffield,reported_place,True,False,,,,,confirmed,Sheffield,not_reviewed,,strict,UK010F
783,6g8Jqb5JMfv92eB2r0awTN,Q2632762,Arab Strap,79984,87017,Falkirk,reported_place,True,True,,,,,confirmed,Falkirk,not_reviewed,,strict,UK551F
784,5kH36nIamlV0iSe6ESDWvb,Q25080052,Slowly Rolling Camera,79752,30422,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,Cardiff,not_reviewed,medium,excluded_no_defensible_fua,
785,7bHTSvk96ULRLZPZr1SoCZ,Q15044899,Mallory Knox,79587,81280,Cambridge,reported_place,True,False,,,,,confirmed,Cambridge,not_reviewed,,strict,UK017F
786,6WVnBgqJfj9Iw9gpBed9fJ,Q1541561,Alien Sex Fiend,79219,163266,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
787,0IzJYdxaNLwrC7diSCu0iY,Q499366,Geordie,79034,31989,Newcastle upon Tyne,reported_place,True,False,,,,,confirmed,Newcastle upon Tyne,not_reviewed,,strict,UK013F
788,0f2HTJx4jowMoiHBH4GzdU,Q2053844,Brothers In Rhythm,78778,8893,,unresolved_generic_or_missing,True,False,,,,,unresolved,,not_reviewed,low,excluded_no_defensible_fua,
789,1Yc03TvBp08WN2oHVuvewX,Q56309814,Destructive Tendencies,77543,21596,,unresolved_generic_or_missing,True,False,,,,,unresolved,,not_reviewed,low,excluded_no_defensible_fua,
790,5SRhOM75OnwuXH8BmCxD5a,Q1228418,Discharge,77256,153668,Stoke-on-Trent,reported_place,True,False,,,,,confirmed,Stoke-on-Trent,not_reviewed,,strict,UK027F
791,4J6CnIqPEtWYn3la2YYj2c,Q39016670,Ibibio Sound Machine,77200,63292,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,London,not_reviewed,medium,excluded_no_defensible_fua,
792,1U8nnmbuPk1EpoO7MVgIeT,Q57298698,GLXY,77107,26211,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,Leicester,not_reviewed,medium,excluded_no_defensible_fua,
793,2M0T4a1pkOC5nifN9W6e9e,Q1798055,LFO,76989,57583,Leeds,reported_place,True,False,,,,,confirmed,Leeds,not_reviewed,,strict,UK003F
794,3CI0BdDDxe6D21RmqTB5fn,Q1357682,Fightstar,76830,84003,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
795,4Xxkt0tSJr1uNxGDZcJLRc,Q23057717,VANT,76495,51789,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,London,not_reviewed,medium,excluded_no_defensible_fua,
796,6XiSck3QPuXk7ho6zlDz3P,Q3519919,The Bees,76473,43938,Ventnor,reported_place,True,False,,,,,confirmed,Ventnor,not_reviewed,,excluded_no_defensible_fua,
797,7823Dim2TzjiQQ9wRQxyi9,Q426015,Wizzard,75390,54270,Birmingham,reported_place,True,False,,,,,confirmed,Birmingham,not_reviewed,,strict,UK002F
798,6D3PbIyyqH2NaqPZSE6X5N,Q18702196,Acrania,75245,88105,,unresolved_generic_or_missing,False,False,,,,,evidence_for_missing_claim,London,not_reviewed,medium,excluded_no_defensible_fua,
799,1iNGtKXGyniqwVhXfbKpk8,Q387754,Re-Flex,75009,9830,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,Birmingham,not_reviewed,medium,excluded_no_defensible_fua,
800,14IKysoZ0qyGRsIiTk1Ase,Q277297,999,74540,57492,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
801,6pM5NZalHT5nD9vDEz2Ukx,Q64604786,Curse of Lono,74421,8834,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,London,not_reviewed,medium,excluded_no_defensible_fua,
802,7EnAgffrVyerTWH628TJ6f,Q580943,Nitzer Ebb,73454,106978,Chelmsford,reported_place,True,False,,,,,source_variation,Chelmsford,not_reviewed,medium,strict,UK001F
803,3m8KqUjgKDwmJ9L9uBHMMs,Q378948,Fields Of The Nephilim,73403,150339,Stevenage,reported_place,True,False,,,,,confirmed,Stevenage,not_reviewed,,strict,UK021F
804,0q74f5UdR3j14Lis4AKKxq,Q22080536,ROAM,73324,61923,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,Eastbourne,not_reviewed,medium,excluded_no_defensible_fua,
805,34nBPbcVc9F9eizQC4a5aT,Q7575150,Spector,73172,52673,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
806,4TvQ6wnXv3aDNv29JH6App,Q2135903,Red Box,72793,8971,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
807,7aUVQRiWaOqZU0JwOlGfWi,Q968313,Chicken Shack,72185,49482,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,Stourbridge,not_reviewed,medium,excluded_no_defensible_fua,
808,0lqPfG8vAR30UX3cWDbCEn,Q131406896,Friedberg,71589,18259,,unresolved_generic_or_missing,True,False,,,,,unresolved,,not_reviewed,low,excluded_no_defensible_fua,
809,1khU7sW2d95qMTDnyDfzBT,Q60754147,Talisk,71444,53905,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,Glasgow,not_reviewed,medium,excluded_no_defensible_fua,
810,6Mz4vAfXG0tJgUcOQL6zy5,Q5436929,Fast Food Rockers,71392,14803,Folkestone,reported_place,False,False,,,,,confirmed,Folkestone,not_reviewed,,excluded_no_defensible_fua,
811,64qK94JPWEI7HovDpzLBej,Q6532821,Let Loose,71261,12222,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,London,not_reviewed,medium,excluded_no_defensible_fua,
812,0n2Uel3CvQrmMsYLEfpO3s,Q1748178,Nektar,70557,73112,Hamburg,reported_place,True,False,,,,,confirmed,Hamburg,not_reviewed,,excluded_non_uk,
813,6GUoU3k0b3qF1T06UvyAhk,Q106906676,Lund Quartet,70363,18542,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,Bristol,not_reviewed,medium,excluded_no_defensible_fua,
814,5fLbJGzlYux3GBwTifMMvR,Q1141817,Nine Black Alps,69153,20771,Manchester,reported_place,True,False,,,,,confirmed,Manchester,not_reviewed,,strict,UK008F
815,2qe52cWdi4IRtgg14CLInb,Q5254556,Delta 5,68871,43118,Leeds,reported_place,True,False,,,,,confirmed,Leeds,not_reviewed,,strict,UK003F
816,3HBxYEtI2i43MzWyTXupVv,Q300307,A,68849,22067,Suffolk,reported_place,True,False,,,,,confirmed,Suffolk,not_reviewed,,excluded_no_defensible_fua,
817,5Rsu72e1qrjIUtxH6Zmy9K,Q3100438,Gene,68357,46149,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
818,52pNByiBWx6SVMMqqcCA74,Q123560878,The Magic Gang,68131,82851,Brighton,reported_place,True,False,,,,,confirmed,Brighton,not_reviewed,,strict,UK515F
819,6fD5uxjcSC0aF0FO61e5id,Q136309656,Death Of Guitar Pop,68122,16112,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,Essex,not_reviewed,medium,excluded_no_defensible_fua,
820,5JEhWD9S2znCiQRiGj2OUk,Q1269551,Lords Of The New Church,67975,65749,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,London,not_reviewed,medium,excluded_no_defensible_fua,
821,7zUgfhtNGSNLMl2ydFse4S,Q795108,B-Movie,67864,18419,Mansfield,reported_place,True,False,,,,,confirmed,Mansfield,not_reviewed,,strict,UK046F
822,7eD005d7pGOEYD3eWVRecb,Q1397838,Fastway,67660,41478,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,London,not_reviewed,medium,excluded_no_defensible_fua,
823,1UzKSuyOqKgUupcNNEtnF1,Q956521,Stornoway,67498,54281,Oxford,reported_place,True,False,,,,,confirmed,Oxford,not_reviewed,,strict,UK560F
824,5ztBFCBEL7OtjdAt98RnD4,Q22312871,Fat White Family,66984,101328,Peckham,reported_place,True,False,,,,,confirmed,Peckham,not_reviewed,,strict,UK001F
825,4OrrjMGltjy6ojX6034f8u,Q1413921,Steeleye Span,66623,64810,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
826,3wChfsJPsUnjVHXc79wRN1,Q1352141,Shampoo,66590,18368,Plumstead,reported_place,True,False,,,,,confirmed,Plumstead,not_reviewed,,strict,UK001F
827,7icDkrFloDss50hoqQ3Kkj,Q1993229,Clinic,66575,54069,Crosby,reviewed_override,True,False,,,,,corrected,Crosby,corrected,,excluded_no_defensible_fua,
828,4YXRO4slasYnty9nb73LrO,Q6898056,Monarchy,66523,28175,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
829,4trP4C2bZ0TqMUxw0tLRAZ,Q111839829,Coach Party,65798,23297,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,Isle of Wight,not_reviewed,medium,excluded_no_defensible_fua,
830,5dEFm1RwaTSXpQSpzpYKF2,Q444431,Blazin' Squad,65260,28124,Chingford,reported_place,True,False,,,,,source_variation,Chingford,not_reviewed,medium,strict,UK001F
831,5MHQO0sz5J0VX7jjuL2dUg,Q6658445,Liverpool Express,65090,9057,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,Liverpool,not_reviewed,medium,excluded_no_defensible_fua,
832,20X39VOcF5zEpkOx6WrXlY,Q2012126,Total Science,64875,32379,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,Blackbird Leys,not_reviewed,medium,excluded_no_defensible_fua,
833,0BV7lpkyFTbzzML7DuUnpZ,Q6136420,McAlmont & Butler,64384,23609,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,London,not_reviewed,medium,excluded_no_defensible_fua,
834,40jiZfvsiAi1aIarh5Z3d3,Q7670867,TNGHT,63726,43060,,unresolved_generic_or_missing,True,True,,,,,evidence_for_missing_claim,Montréal,not_reviewed,medium,excluded_no_defensible_fua,
835,4EfSXeVFbCEYIde3E9k4wr,Q973104,Cockney Rejects,63708,81884,East End of London,reported_place,True,False,,,,,source_variation,East End of London,not_reviewed,medium,strict,UK001F
836,7a2sloQlmdKSmj3fwMMpg9,Q2412878,The Meteors,63611,84863,,unresolved_generic_or_missing,True,True,,,,,evidence_for_missing_claim,London,not_reviewed,medium,excluded_no_defensible_fua,
837,5aBEGOeWQCJfptic9xyaAb,Q2654513,Tones On Tail,63031,80787,Northampton,reported_place,True,False,,,,,confirmed,Northampton,not_reviewed,,strict,UK528F
838,3oi0s3WIuxBU5oh87n7za2,Q2115954,Psychic TV,62944,88107,London,reported_place,True,False,,,,,source_variation,London,not_reviewed,medium,strict,UK001F
839,1eSFjbv86usit5ZF5ywtLf,Q127505000,808INK,62895,23996,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,London,not_reviewed,medium,excluded_no_defensible_fua,
840,0xBhUB0EfzvchYnaIWkdBw,Q19604613,Ward Thomas,62236,47170,Hampshire,reported_place,True,False,,,,,confirmed,Hampshire,not_reviewed,,excluded_no_defensible_fua,
841,70e4IgnWAQfPPxKnD9jXDr,Q1282674,Eddie & The Hot Rods,61901,41923,Canvey Island,reported_place,True,False,,,,,source_variation,Canvey Island,not_reviewed,medium,excluded_no_defensible_fua,
842,3nutnJ57QnbWEdCWn2EyWo,Q1671193,Orange Goblin,61406,153342,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
843,55wOEGTc3QKwBJ9gntcOxT,Q1427551,Pentangle,61364,69361,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
844,6l3BRLCpzfC8yxqf9thWAg,Q2683245,Yuck,61077,103291,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
845,2BLpGstUHxDc6vHfBEiaXm,Q1133828,The Move,60997,76938,Birmingham,reported_place,True,True,,,,,confirmed,Birmingham,not_reviewed,,strict,UK002F
846,37KB5e6cGsN1AQAB9Omm1U,Q1107195,Coil,60925,118774,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
847,4NZM5xKuDpGc4vEHDwGO1Q,Q3011302,DJ Food,60881,53172,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
848,5RFBPz01PqvSQ1QhEgaxOp,Q251289,Carter The Unstoppable Sex Machine,60865,51170,London,reported_place,True,False,,,,,source_variation,London,not_reviewed,medium,strict,UK001F
849,5YE3Wwk5wqQmFXM5qyaM6u,Q1455057,Spooky Tooth,60855,90633,Carlisle,reported_place,True,False,,,,,source_variation,Carlisle,not_reviewed,medium,excluded_missing_population,
850,7vrrJ5YlL3I8XUrh1ktGJV,Q483140,Anaal Nathrakh,60506,127543,Birmingham,reported_place,True,False,,,,,confirmed,Birmingham,not_reviewed,,strict,UK002F
851,5A0MH7JfEBEMySevsmauds,Q729505,Soft Machine,59575,157739,Canterbury,reported_place,True,False,,,,,confirmed,Canterbury,not_reviewed,,excluded_no_defensible_fua,
852,6EkvDqOOEX08BotcQppKoD,Q1332142,Wolf Gang,59456,60865,London,reported_place,True,True,,,,,confirmed,London,not_reviewed,,strict,UK001F
853,4t7bXPFEPe0pu1ozhdDLOp,Q2581513,The Raincoats,59262,110415,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,London,not_reviewed,medium,excluded_no_defensible_fua,
854,7AvR99Z6y7N5BWF7VdY3bo,Q5289199,Dollar,59067,24921,,unresolved_generic_or_missing,True,False,,,,,unresolved,,not_reviewed,low,excluded_no_defensible_fua,
855,3FIsBWNLmqLvTQnhJLAWUJ,Q60618120,Ex:Re,58725,96459,,unresolved_generic_or_missing,True,False,Ex:Re,,verified_solo_project,https://shop.4ad.com/format/1134848-exre,evidence_for_missing_claim,London,not_reviewed,medium,excluded_no_defensible_fua,
856,0AJUYWKztkg5dnrHDIBv47,Q28961287,MiC LOWRY,58089,51320,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,Liverpool,not_reviewed,medium,excluded_no_defensible_fua,
857,4D5VLxuFvZ058Z5S8YmE47,Q5204582,DC Breaks,57873,47001,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,London,not_reviewed,medium,excluded_no_defensible_fua,
858,0LpwbxbT8dPiqUnul4ngzu,Q1492599,Gallows,56900,78412,Watford,reported_place,True,False,,,,,confirmed,Watford,not_reviewed,,strict,UK001F
859,7tI1ZOOgocYZT2O5M8iBz8,Q1186426,Demon,56564,32960,Leek,reported_place,True,False,,,,,confirmed,Leek,not_reviewed,,strict,UK027F
860,0OE30pXmzCwTxhoAFtCs8u,Q1216293,Die So Fluid,56461,35260,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,London,not_reviewed,medium,excluded_no_defensible_fua,
861,1Lx9Dy5gi2OLlJBBs7GYO7,Q250319,Benediction,56352,106195,Birmingham,reported_place,True,False,,,,,confirmed,Birmingham,not_reviewed,,strict,UK002F
862,2k4duorvZ5lTq33ljpT0sc,Q577837,Antimatter,56130,97021,Liverpool,reported_place,True,True,,,,,confirmed,Liverpool,not_reviewed,,strict,UK006F
863,5dUIQXIt7WeBKpETFZyTFW,Q7205605,Jack Beats,56114,33729,London,reported_place,False,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
864,1UYhxPY1oqFUg1HfF8nV3k,Q1165655,Throbbing Gristle,56065,131943,Kingston upon Hull,reported_place,True,False,,,,,confirmed,Kingston upon Hull,not_reviewed,,strict,UK026F
865,5A4ebXQf38xWIq0xSWLhsS,Q1533787,Godflesh,55777,105031,Birmingham,reported_place,True,True,,,,,confirmed,Birmingham,not_reviewed,,strict,UK002F
866,6WEyPcf9ezhNLm1xOBjbwH,Q599433,Crippled Black Phoenix,55554,74210,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,Bristol,not_reviewed,medium,excluded_no_defensible_fua,
867,06Rbwc8jaQ1d5fDPZiasE0,Q7726877,The Colourfield,55168,28746,Coventry,reported_place,True,False,,,,,source_variation,Coventry,not_reviewed,medium,strict,UK025F
868,38bfc5BSVq6sVAssDmdc8N,Q2924565,Breton,55107,29508,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,London,not_reviewed,medium,excluded_no_defensible_fua,
869,148ujrGRexnhpqhRiw0rDi,Q3154713,IS TROPICAL,54757,43588,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,London,not_reviewed,medium,excluded_no_defensible_fua,
870,0Sd7X8SxWV0AyDLbvd4uEu,Q924292,Swervedriver,54373,81061,Oxford,reported_place,True,False,,,,,confirmed,Oxford,not_reviewed,,strict,UK560F
871,47meGvCz0CZklN50dgzjmL,Q65059746,She Drew The Gun,54246,34269,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,Wirral,not_reviewed,medium,excluded_no_defensible_fua,
872,4M2H1fDQR5ygAi7MMOVxAA,Q1078032,The Whip,54058,29678,Oldham,reported_place,True,False,,,,,source_variation,Oldham,not_reviewed,medium,strict,UK008F
873,78OgxRnIdBCdFBmKhP2Fz2,Q1137836,Skeletal Family,53859,77225,Keighley,reported_place,True,False,,,,,confirmed,Keighley,not_reviewed,,strict,UK003F
874,3jNwnthjUjHYvjyvRGfWuQ,Q4992961,Terrorvision,53778,36238,Keighley,reported_place,True,False,,,,,confirmed,Keighley,not_reviewed,,strict,UK003F
875,25w2vpqq7dYleBAqMx7Ijx,Q153566,Zoot Woman,53078,29473,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,Reading,not_reviewed,medium,excluded_no_defensible_fua,
876,5mGqZFvzU9FRNkcI3Y0A2V,Q4928657,Blu Mar Ten,53063,27393,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,London,not_reviewed,medium,excluded_no_defensible_fua,
877,0JseT2AZzVMKsBlrAywFcO,Q4752397,Anavae,52164,29336,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
878,6KNqvxgfYVRSzgAE1j2UT5,Q109450602,Declan Welsh and The Decadent West,51958,28947,,unresolved_generic_or_missing,True,False,,,,,unresolved,,not_reviewed,low,excluded_no_defensible_fua,
879,3xA9AB0f4BVjsSlyQc12iE,Q1761282,Mclusky,51917,50828,Cardiff,reported_place,True,False,,,,,confirmed,Cardiff,not_reviewed,,strict,UK009F
880,1HyT0AtzTH5lVzlm8yQgbI,Q4959091,Breabach,51761,20677,,unresolved_generic_or_missing,True,False,,,,,unresolved,,not_reviewed,low,excluded_no_defensible_fua,
881,5JQljNQvDpk1hhKpJHpwNU,Q57545813,Klimeks,51676,31584,,unresolved_generic_or_missing,True,False,Klimeks,,,,evidence_for_missing_claim,Peterborough,not_reviewed,medium,excluded_no_defensible_fua,
882,7dtYyLTWjuZGOcweC3eD2f,Q926799,Strawbs,51671,56523,,unresolved_generic_or_missing,True,True,,,,,evidence_for_missing_claim,London,not_reviewed,medium,excluded_no_defensible_fua,
883,4WM2JNPCcZ7f6M72C0bTyM,Q63203779,Empathy Test,51330,38799,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
884,0pobPzcYFoVSprUnwY2Bio,Q4039563,Goldie Lookin Chain,51269,37598,Newport,reported_place,True,False,,,,,confirmed,Newport,not_reviewed,,strict,UK558F
885,5vTCEZ15eybRnoqUAra4Ys,Q19689005,Black Tongue,50504,96043,Kingston upon Hull,reported_place,False,False,,,,,confirmed,Kingston upon Hull,not_reviewed,,strict,UK026F
886,32ttgKG3BxUVYxlBdmLBMi,Q134238905,Dolores Forever,50315,20474,,unresolved_generic_or_missing,True,False,,,,,unresolved,,not_reviewed,low,excluded_no_defensible_fua,
887,0UnBsBrom4chs5rnjRBtIK,Q4048553,Rosetta Stone,50256,78261,,unresolved_generic_or_missing,True,False,,,,,unresolved,,not_reviewed,low,excluded_no_defensible_fua,
888,4vhgCDK6RHCBN6P3jPQlZX,Q305788,Abbacadabra,49799,5344,,unresolved_generic_or_missing,True,False,,,,,unresolved,,not_reviewed,low,excluded_no_defensible_fua,
889,6ahlwhwCBtwhSeDO5vYMh5,Q5458717,Flesh For Lulu,49698,33594,Brixton,reported_place,True,False,,,,,source_variation,Brixton,not_reviewed,medium,strict,UK001F
890,7aLNBjOlzOCyuFmytbbeYM,Q96318732,Matthews' Southern Comfort,49578,10689,,unresolved_generic_or_missing,True,False,,,,,unresolved,,not_reviewed,low,excluded_no_defensible_fua,
891,2b2c6xP76y8HCLiovv7kIZ,Q124372645,Kill The Lights,48704,30730,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,Bridgend,not_reviewed,medium,excluded_no_defensible_fua,
892,02frazNrWgZCxUEf4UTfHt,Q752170,Van Der Graaf Generator,48618,154738,Manchester,reported_place,True,False,,,,,confirmed,Manchester,not_reviewed,,strict,UK008F
893,6ZHfuZhV3q15jxpOY8S1m6,Q129566045,Balancing Act,48276,12544,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,Manchester,not_reviewed,medium,excluded_no_defensible_fua,
894,0j7wLGDwHdUSPLkxCH3GBQ,Q113103524,A Blaze of Feather,48229,34261,,unresolved_generic_or_missing,True,False,,,,,unresolved,,not_reviewed,low,excluded_no_defensible_fua,
895,6L48AOtGmQL1ELLoKML7cS,Q531934,Angel Witch,48153,107188,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
896,7cfhZmKaLWzNLwHDxzugUH,Q4166250,Little Comets,47976,80242,Tyne and Wear,reported_place,True,False,,,,,confirmed,Tyne and Wear,not_reviewed,,excluded_no_defensible_fua,
897,12X85dtebfc7JTZ8iMBT2o,Q1890473,Osibisa,47843,47531,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
898,64vNIhiqTanqaY1VJucSAS,Q1330725,U.K.,47600,62279,,unresolved_generic_or_missing,True,False,,,,,unresolved,,not_reviewed,low,excluded_no_defensible_fua,
899,07vC6cutbett8UknXnqxsu,Q23018832,Ulrika Spacek,46731,36028,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,Reading,not_reviewed,medium,excluded_no_defensible_fua,
900,0jyH4jtanxaysaxwDVhR6f,Q2264804,Seefeel,46679,44055,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,London,not_reviewed,medium,excluded_no_defensible_fua,
901,4H0zGQILA7vJKl0ot2OYBf,Q924862,Brodsky Quartet,46624,7254,,unresolved_generic_or_missing,True,False,,,,,evidence_for_missing_claim,Middlesbrough,not_reviewed,medium,excluded_no_defensible_fua,
902,0DkpQq8B7ZAKebZEjlzVmd,Q1754027,The Vibrators,46560,75847,London,reported_place,True,False,,,,,confirmed,London,not_reviewed,,strict,UK001F
903,3A9BLI8S2rNSxXS3QsMkOY,Q130300851,She's In Parties,46512,10376,,unresolved_generic_or_missing,True,False,,,,,unresolved,,not_reviewed,low,excluded_no_defensible_fua,
904,0i2IEcWvtHUBYPkYWwCgjC,Q939534,Trashcan Sinatras,46209,26676,Irvine,reported_place,True,False,,,,,confirmed,Irvine,not_reviewed,,excluded_no_defensible_fua,
905,3bqOGIOIvLc9JsAIS7OfEb,Q7076197,Oceanic,46135,3833,Wallasey,reviewed_override,False,False,,,,,resolved,Wallasey,resolved,medium,excluded_no_defensible_fua,
906,0BdsizQXvwb1BPeEKqfuVs,Q97587415,Ímar,45827,15182,Glasgow,reported_place,True,False,,,,,confirmed,Glasgow,not_reviewed,,strict,UK004F
907,11tiA94VlUZOUTVCdQYw3a,Q19872238,Conan,45815,82354,Liverpool,reported_place,True,False,,,,,confirmed,Liverpool,not_reviewed,,strict,UK006F
908,4tyCvqG48h4LdcbFfWBjR9,Q4372,The Wedding Present,45749,65575,Leeds,reported_place,True,False,,,,,confirmed,Leeds,not_reviewed,,strict,UK003F
